,amount_3month,max_amount_3month,min_amount_3month,distinct_payment_code_3month,count_payment_code_3month,distinct_trans_group_3month,distinct_ref_no_3month,id,churn,age,sex_FEMALE,sex_MALE,marital_status_Married,marital_status_Other,marital_status_Single
544,0.0,0.0,0.0,0,0,1,1,1534214990,1,20.0,1,0,0,0,1
545,1.59e-05,0.00018,5.62e-06,0,0,2,5,89783998,1,33.0,0,1,0,0,1
547,6.86e-05,0.000582,1.77e-06,1,6,3,19,38706882,0,45.0,0,1,1,0,0
550,9.2e-08,2e-07,5.92e-07,1,7,2,9,1339148283,0,16.0,1,0,0,0,1
552,2.33e-06,1.6e-05,1.18e-06,0,0,1,6,794632145,0,26.0,0,1,0,0,1
555,0.0,0.0,0.0,0,0,1,1,1844977415,1,24.0,1,0,0,0,1
557,9.86e-06,4e-05,1.18e-06,1,8,3,21,1416774315,1,36.0,0,1,0,0,1
558,0.0,0.0,0.0,0,0,1,1,420751584,1,19.0,1,0,0,0,1
560,2.4e-06,3.21e-05,2.96e-06,0,0,3,8,985060905,0,37.0,0,1,1,0,0
563,0.0,0.0,0.0,0,0,1,2,63348577,1,23.0,1,0,0,0,1
566,2.16e-05,6e-05,5.92e-07,1,3,4,23,1538178287,0,25.0,0,1,0,0,1
568,5.38e-06,3.6e-05,5.92e-07,1,7,3,16,1589670570,1,20.0,1,0,0,0,1
569,2.13e-05,0.0002,1.18e-06,1,6,2,11,1733771754,0,27.0,0,1,0,0,1
570,9.07e-07,1.3e-05,1.18e-06,1,2,2,3,725424847,1,27.0,0,1,0,0,1
571,7.4e-05,0.0006,2.96e-06,1,1,3,13,24959990,0,29.0,1,0,0,0,1
573,0.0,0.0,0.0,0,0,1,1,161213256,1,25.0,0,1,0,0,1
574,2.83e-06,2e-05,5.92e-07,0,0,1,7,504152184,0,20.0,1,0,0,0,1
578,0.000209847,0.0007,3.73e-06,1,2,3,21,35459825,0,29.0,1,0,0,0,1
581,0.000106196,0.0003812,1.18e-06,0,0,2,60,1740940308,0,29.0,0,1,0,0,1
584,0.0,0.0,0.0,0,0,1,1,1534493645,1,23.0,1,0,0,0,1
585,2.37e-07,2e-06,1.77e-06,1,3,2,6,934912906,1,29.0,1,0,0,0,1
586,0.0,0.0,0.0,0,0,1,3,1924228651,1,35.0,0,1,0,0,1
587,2.63e-08,4e-07,1.18e-06,0,0,1,1,741786453,0,33.0,1,0,1,0,0
588,3.57e-05,0.00046,5.92e-07,1,2,2,8,345454425,1,29.0,1,0,0,0,1
589,0.000126431,0.00037608,2.96e-06,1,4,4,39,696521924,0,32.0,1,0,1,0,0
590,1.63e-05,6e-05,1.18e-06,1,9,3,19,282245415,0,28.0,0,1,0,0,1
591,0.0,0.0,0.0,0,0,1,2,1603804785,1,33.0,0,1,0,0,1
592,1.3e-06,1.74e-05,2.19e-06,1,1,2,3,638135191,1,45.0,0,1,1,0,0
594,3e-06,4e-05,4.73e-06,0,0,1,3,1628463283,1,20.0,0,1,0,0,1
595,8.88e-05,0.0006,2.96e-06,1,4,3,23,793364066,0,33.0,0,1,1,0,0
597,2.63e-07,4e-06,1.18e-05,1,1,2,4,1457384314,1,34.0,0,1,0,0,1
599,0.0,0.0,0.0,0,0,1,1,854803162,1,20.0,1,0,0,0,1
600,0.0,0.0,0.0,0,0,1,1,64392417,1,19.0,1,0,0,0,1
601,0.00010767,0.000374,2.96e-06,1,7,2,20,640297718,0,36.0,1,0,0,0,1
602,1.1e-05,9.5e-05,2.01e-06,0,0,1,5,1417284933,0,33.0,0,1,0,0,1
603,0.0,0.0,0.0,0,0,1,2,601579472,1,26.0,1,0,0,0,1
604,8.82e-06,2e-05,3.55e-06,1,2,3,23,818911975,0,25.0,0,1,0,0,1
605,0.0,0.0,0.0,0,0,1,2,1085272715,1,18.0,0,1,0,0,1
607,1.88e-05,9e-05,1.18e-06,1,11,2,18,595805291,0,20.0,0,1,0,0,1
610,0.0,0.0,0.0,0,0,1,3,1987340636,1,20.0,1,0,0,0,1
612,5.92e-06,3.74e-05,2.96e-06,2,3,2,8,1484448151,0,28.0,1,0,0,0,1
613,0.0,0.0,0.0,0,0,1,4,259000850,1,55.0,0,1,1,0,0
615,2.7e-05,7.4e-05,2.96e-06,1,3,3,18,1500630874,0,23.0,0,1,0,0,1
616,0.0,0.0,0.0,0,0,1,1,1939856161,1,52.0,1,0,0,0,1
619,1.35e-05,4.2e-05,2.96e-06,1,3,2,10,292599350,0,31.0,0,1,1,0,0
621,1.15e-05,4e-05,1.18e-06,1,1,2,11,1487926010,0,34.0,0,1,0,0,1
622,4.51e-05,0.00026,1.18e-06,2,7,3,30,1680985793,0,26.0,0,1,1,0,0
623,0.0,0.0,0.0,0,0,1,1,1087659929,1,20.0,0,1,0,0,1
624,0.0,0.0,0.0,0,0,1,2,31923529,1,31.0,0,1,0,0,1
625,0.000187243,0.00024,5.92e-06,2,7,3,53,46265261,0,36.0,0,1,0,0,1
627,1.78e-05,0.0002,2.96e-06,0,0,1,8,1308247425,0,28.0,0,1,0,0,1
628,1.02e-05,6.8e-05,5.92e-07,1,7,2,12,622166005,0,36.0,1,0,1,0,0
629,0.0,0.0,0.0,0,0,1,1,1512230183,1,27.0,0,1,0,0,1
630,2.89e-07,2e-06,5.92e-07,1,6,3,8,270545608,0,18.0,1,0,0,0,1
631,2.16e-05,8e-05,1.77e-06,1,6,3,25,769277207,0,25.0,1,0,0,0,1
633,8.55e-07,4e-06,2.96e-06,1,4,1,4,1735734698,0,32.0,0,1,0,0,1
635,0.0,0.0,0.0,0,0,1,1,1449495415,1,24.0,0,1,0,0,1
636,0.0,0.0,0.0,0,0,1,1,420478516,1,30.0,0,1,0,0,1
637,2.7e-06,2.4e-05,5.92e-07,1,8,2,14,1456578297,0,18.0,0,1,0,0,1
639,2.64e-06,3.92e-05,2.96e-06,1,1,3,3,209467233,0,24.0,0,1,0,0,1
640,0.000142634,0.000632,8.28e-06,0,0,2,12,1290258068,0,28.0,1,0,0,0,1
641,9.89e-06,7.8e-05,7.1e-06,0,0,2,4,1970268108,0,24.0,1,0,1,0,0
642,6.64e-05,0.00012,5.92e-07,2,9,3,43,1368583411,0,30.0,0,1,1,0,0
643,1.83e-05,0.0001,2.96e-06,1,3,3,17,99752810,0,37.0,0,1,1,0,0
645,3.1e-05,0.00012,5.92e-07,1,9,4,18,115061985,0,29.0,0,1,0,0,1
646,1.46e-05,0.00014,5.92e-07,1,5,2,12,1927209702,1,21.0,1,0,0,0,1
649,7.32e-05,0.0001,2.96e-06,1,1,3,35,736763311,0,40.0,0,1,1,0,0
651,6.77e-05,0.0002052,2.96e-06,1,2,3,18,725071611,0,39.0,0,1,1,0,0
652,0.0,0.0,0.0,0,0,1,1,45124060,1,23.0,0,1,0,0,1
655,6.57e-08,1e-06,2.96e-06,1,1,2,2,301613260,1,19.0,0,1,0,0,1
658,3.88e-05,0.0001,5.92e-06,1,1,3,17,334482002,0,37.0,1,0,1,0,0
660,2.51e-05,0.0001131,2.96e-06,0,0,2,11,145752511,0,23.0,0,1,0,0,1
661,8.45e-06,4e-05,2.96e-06,1,1,3,11,148809984,0,29.0,0,1,0,0,1
663,5.02e-05,0.0002,1.77e-06,1,4,3,48,52328452,0,24.0,0,1,0,0,1
664,3.79e-05,0.0002,2.96e-06,1,1,3,22,944293352,0,33.0,0,1,1,0,0
665,0.0,0.0,0.0,0,0,1,1,324044275,1,45.0,0,1,1,0,0
666,0.0,0.0,0.0,0,0,1,1,571907178,1,52.0,0,1,0,0,1
670,1.31e-07,2e-06,5.92e-06,0,0,1,1,453859770,1,19.0,0,1,0,0,1
672,0.0,0.0,0.0,0,0,1,2,1291547718,1,19.0,0,1,0,0,1
673,3.79e-05,0.000168,2.96e-06,1,1,3,17,1288530108,0,31.0,0,1,1,0,0
674,0.0,0.0,0.0,0,0,1,1,99250730,1,27.0,0,1,0,0,1
676,0.000232584,0.00035,5.92e-06,0,0,2,56,1595793302,0,37.0,0,1,0,0,1
678,3.79e-06,5e-05,5.92e-07,1,10,2,11,405653398,0,22.0,0,1,0,0,1
679,3.94e-08,6e-07,1.77e-06,1,1,2,3,1895861110,1,18.0,0,1,0,0,1
681,0.000133794,0.0004,8.4e-06,2,4,4,25,1975293276,0,29.0,1,0,1,0,0
682,4.44e-05,0.0001,2.96e-06,1,1,4,21,1824707809,0,26.0,0,1,0,0,1
683,0.0,0.0,0.0,0,0,1,1,1196691887,1,39.0,0,1,0,0,1
685,0.0,0.0,0.0,0,0,1,1,1607800721,1,21.0,0,1,0,0,1
686,0.00015372,0.000212,5.92e-06,1,6,3,32,1203144497,0,35.0,0,1,1,0,0
687,0.0,0.0,0.0,0,0,1,1,288293996,1,27.0,0,1,0,0,1
689,0.00019515,0.00034,5.92e-06,0,0,2,50,832095059,0,26.0,1,0,0,0,1
691,0.0,0.0,0.0,0,0,1,1,281183737,1,32.0,0,1,0,0,1
692,3.28e-05,0.00019,1.18e-06,1,7,2,17,1607444229,0,28.0,1,0,1,0,0
694,0.000104803,0.0004,5.92e-06,0,0,2,23,667237314,0,55.0,0,1,1,0,0
696,1.71e-05,4e-05,5.92e-07,2,12,3,27,381849087,0,27.0,0,1,0,0,1
697,2.49e-06,1e-05,1.18e-06,1,10,3,16,1402586825,0,29.0,0,1,1,0,0
699,3.23e-05,6e-05,2.96e-06,1,4,3,29,289482276,0,35.0,0,1,1,0,0
700,4.26e-05,0.000246,5.92e-07,1,4,2,13,1100805616,0,46.0,0,1,1,0,0
701,0.0,0.0,0.0,0,0,1,1,84561213,1,31.0,0,1,0,0,1
702,0.0,0.0,0.0,0,0,1,1,117982267,1,22.0,0,1,0,0,1
703,3.94e-08,6e-07,1.77e-06,1,1,2,2,436384274,1,17.0,1,0,0,0,1
705,5.96e-06,3e-05,1.18e-06,1,3,3,10,295756247,0,30.0,0,1,0,0,1
707,2.77e-06,1.4e-05,1.18e-06,1,7,2,12,1189795428,0,21.0,1,0,0,0,1
708,1.05e-07,6e-07,5.92e-07,1,4,2,5,144352701,0,21.0,1,0,0,0,1
712,1.53e-05,0.00014,1.77e-06,1,6,3,12,1912290202,0,40.0,0,1,1,0,0
713,2.17e-05,5.1e-05,1.18e-06,0,0,3,26,1681937790,0,27.0,0,1,0,0,1
715,3.94e-08,6e-07,1.77e-06,1,1,2,3,1797386272,0,25.0,0,1,0,0,1
716,2.64e-05,3.2e-05,5.92e-07,0,0,2,41,1785595983,0,21.0,0,1,0,0,1
718,9.03e-06,8e-05,1.18e-06,1,8,4,13,250141071,0,30.0,1,0,1,0,0
719,2.02e-05,8e-05,5.92e-07,1,8,3,56,1767621889,0,22.0,1,0,0,0,1
720,9.76e-05,0.0006,2.37e-06,1,2,4,13,1648202308,0,36.0,1,0,1,0,0
721,4.87e-05,0.00032,1.15e-05,0,0,3,11,1171537161,0,33.0,0,1,0,0,1
725,0.0,0.0,0.0,0,0,1,1,364031157,1,21.0,1,0,0,0,1
726,9.2e-08,1e-06,5.92e-07,1,3,2,4,1809228200,1,21.0,0,1,0,0,1
727,9.6e-05,0.00019368,5.92e-07,1,7,4,56,1942318770,0,33.0,0,1,1,0,0
728,5.17e-05,0.00038,5.92e-07,1,4,3,23,558196976,0,23.0,0,1,0,0,1
729,1.18e-07,1e-06,5.92e-07,1,3,1,3,1854045857,1,24.0,0,1,0,0,1
731,1.57e-05,6e-05,1.18e-05,0,0,1,9,520300568,0,31.0,0,1,1,0,0
732,1.42e-05,2.48e-05,5.92e-07,1,4,3,49,1579827033,0,19.0,1,0,0,0,1
733,0.0,0.0,0.0,0,0,1,1,1040444435,1,36.0,0,1,1,0,0
734,9.69e-06,6e-05,1.18e-06,1,1,3,7,500821434,1,21.0,0,1,0,0,1
735,1.6e-05,4e-05,2.96e-06,0,0,1,20,1680150076,0,24.0,0,1,0,0,1
741,3.87e-05,0.0001,5.92e-07,1,6,2,28,505834212,0,23.0,0,1,1,0,0
742,0.0,0.0,0.0,0,0,1,1,1767215290,1,51.0,0,1,1,0,0
743,5.39e-05,0.0002,8.87e-06,0,0,1,14,1455693231,0,53.0,1,0,1,0,0
745,0.0,0.0,0.0,0,0,1,4,526939309,1,20.0,0,1,0,0,1
746,0.0,0.0,0.0,0,0,1,1,318252769,1,19.0,0,1,0,0,1
747,0.000122362,0.0003,1.18e-06,2,9,3,46,1527417297,0,31.0,1,0,1,0,0
748,3.81e-06,3.68e-05,4.21e-06,0,0,3,7,418432693,0,36.0,0,1,0,0,1
751,1.13e-05,4e-05,5.92e-07,1,5,2,13,941884869,1,25.0,0,1,0,0,1
754,9.15e-05,0.0004,1.18e-05,1,1,3,22,1701902461,0,28.0,0,1,0,0,1
756,4.01e-06,2e-05,5.92e-07,1,5,3,11,1708124077,0,23.0,0,1,0,0,1
759,2.95e-05,0.00016,5.92e-07,1,2,2,10,948043031,0,34.0,0,1,0,0,1
760,2.5e-07,1e-06,5.92e-07,1,11,2,12,1260387285,0,21.0,1,0,0,0,1
761,2.76e-06,2.4e-05,2.96e-06,0,0,2,5,574254502,1,44.0,0,1,1,0,0
762,3.65e-06,2e-05,5.92e-07,0,0,1,8,266574593,0,20.0,0,1,0,0,1
764,1.72e-05,6.4e-05,5.92e-07,1,5,4,16,14703377,0,39.0,0,1,0,0,1
765,0.0,0.0,0.0,0,0,1,2,903621118,1,35.0,0,1,0,0,1
768,0.0,0.0,0.0,0,0,1,1,876363205,1,18.0,1,0,0,0,1
771,5.25e-05,6e-05,1.18e-06,1,4,3,36,1355666400,0,28.0,0,1,0,0,1
772,0.0,0.0,0.0,0,0,1,1,730729620,1,18.0,0,1,0,0,1
773,1.36e-05,9e-05,1.83e-06,2,3,2,8,1946303278,0,50.0,0,1,1,0,0
774,2.93e-06,8.2e-06,5.92e-06,0,0,3,12,769365616,0,30.0,0,1,1,0,0
777,0.000272612,0.0004,1.18e-06,1,3,3,52,1816639524,0,27.0,1,0,0,0,1
779,1.56e-05,4e-05,1.18e-06,1,1,3,15,1668187647,0,29.0,0,1,0,0,1
780,6.86e-06,3e-05,5.92e-07,1,12,3,18,841431322,0,25.0,0,1,0,0,1
783,2.71e-05,0.0004,2.96e-06,0,0,1,6,930246004,1,22.0,1,0,0,0,1
784,1.73e-06,1.08e-05,2.96e-06,1,3,3,7,1860093349,0,23.0,0,1,0,0,1
787,3.29e-05,0.0001,1.18e-06,2,8,3,37,565375385,0,33.0,0,1,1,0,0
789,0.000106289,0.0002,1.77e-06,2,3,3,13,128443129,1,29.0,0,1,0,0,1
790,2.31e-05,0.0002,2.96e-06,1,1,3,6,441453854,0,38.0,1,0,1,0,0
794,9.3e-05,0.000474,5.92e-07,1,5,2,22,829842292,0,30.0,1,0,0,0,1
795,0.0,0.0,0.0,0,0,1,1,1666885775,1,27.0,0,1,0,0,1
797,2.89e-05,0.00014,1.18e-06,1,3,2,14,1669224356,0,28.0,0,1,0,0,1
798,0.0,0.0,0.0,0,0,1,1,870596754,1,27.0,1,0,0,0,1
799,5.86e-05,0.00016,1.94e-06,2,4,3,40,1988365291,0,47.0,0,1,1,0,0
800,0.000133648,0.00048,1.18e-05,0,0,3,24,1911905288,0,34.0,0,1,0,0,1
801,2.25e-05,0.0001,1.77e-06,1,4,2,12,1001161797,0,38.0,0,1,0,0,1
805,8.55e-07,9e-06,1.18e-05,0,0,1,2,466092172,1,20.0,1,0,0,0,1
806,1.31e-07,2e-06,5.92e-06,0,0,1,1,423871117,1,31.0,0,1,1,0,0
807,0.000107383,0.0003,5.92e-07,1,3,3,28,1961963723,0,27.0,0,1,0,0,1
808,2.37e-05,0.00024,2.96e-06,0,0,2,7,1058142626,0,38.0,1,0,1,0,0
809,4.53e-05,0.00021,1.18e-06,1,6,3,30,560025355,0,49.0,0,1,1,0,0
810,0.000143542,0.0004,1.77e-06,1,3,3,40,1992821822,0,29.0,0,1,0,0,1
811,0.000165857,0.00028,1.77e-06,1,10,3,47,1317457114,0,31.0,0,1,1,0,0
812,0.0,0.0,0.0,0,0,1,1,1972774140,1,23.0,0,1,0,0,1
813,0.0,0.0,0.0,0,0,1,1,32727369,1,32.0,0,1,0,0,1
817,2.24e-07,2.2e-06,1.18e-06,0,0,2,4,1881022984,1,33.0,0,1,1,0,0
818,1.31e-07,1e-06,2.96e-06,0,0,1,2,782528652,1,32.0,0,1,1,0,0
819,8.02e-06,7e-05,2.96e-06,1,1,2,7,1499046144,1,28.0,0,1,0,0,1
822,1.31e-07,1e-06,2.96e-06,1,1,2,2,1325982301,1,27.0,0,1,0,0,1
823,5.07e-06,1.86e-05,2.96e-06,2,10,2,11,1961273533,0,47.0,1,0,1,0,0
825,0.0,0.0,0.0,0,0,1,1,1032516309,1,27.0,0,1,0,0,1
826,0.0,0.0,0.0,0,0,1,1,757714960,1,17.0,0,1,0,0,1
827,2.06e-06,2e-05,1.18e-06,0,0,1,11,661918721,1,28.0,1,0,1,0,0
828,2.51e-05,0.000108,5.92e-07,1,1,4,35,1472224516,0,19.0,0,1,0,0,1
830,1.41e-06,1.85e-05,2.96e-06,2,2,2,3,768498627,0,44.0,1,0,0,0,1
831,3.38e-07,4e-06,4.06e-07,1,1,2,3,1026042030,0,48.0,0,1,1,0,0
832,2.92e-06,4.34e-05,2.96e-06,1,1,2,2,632487039,0,38.0,1,0,1,0,0
833,3.06e-06,1.4e-05,5.92e-07,1,3,2,7,1794847743,0,45.0,0,1,1,0,0
835,0.0,0.0,0.0,0,0,1,1,1170524210,1,31.0,0,1,0,0,1
836,0.000114817,0.0002676,8.28e-06,0,0,2,29,1117029209,0,33.0,1,0,0,0,1
839,2.42e-05,0.0001,5.92e-07,1,11,3,44,803537857,0,22.0,1,0,0,0,1
840,5.37e-06,3e-05,5.92e-07,1,2,3,12,1794019172,0,23.0,1,0,0,0,1
841,0.0,0.0,0.0,0,0,1,2,345945198,1,26.0,0,1,0,0,1
842,1.68e-05,4e-05,4.73e-06,1,1,3,24,946913495,0,29.0,1,0,0,0,1
843,1.23e-05,0.0001,8.28e-06,2,3,4,9,1930151917,0,42.0,1,0,1,0,0
844,2.36e-05,0.000358,2.96e-06,1,1,2,2,844888362,1,27.0,0,1,0,0,1
849,2.63e-05,7e-05,1.18e-06,2,6,3,21,1196808728,0,40.0,0,1,0,0,1
850,2.1e-05,5.8e-05,1.18e-06,1,5,3,35,1415319190,0,25.0,0,1,0,0,1
851,0.000100359,0.00036,2.96e-06,1,6,4,25,1984459345,0,35.0,0,1,0,0,1
852,3.93e-06,2e-05,1.77e-06,0,0,1,11,18842034,0,22.0,1,0,0,0,1
853,0.0,0.0,0.0,0,0,1,1,881454234,1,16.0,0,1,0,0,1
854,2.2e-05,0.0001,2.96e-06,1,3,3,13,858023219,0,47.0,0,1,1,0,0
855,1.46e-06,2e-05,5.92e-07,1,11,2,12,984203027,1,20.0,0,1,0,0,1
856,0.0,0.0,0.0,0,0,1,1,527410857,1,19.0,0,1,0,0,1
857,3.17e-05,6.38e-05,2.07e-06,0,0,2,30,806463838,0,26.0,0,1,0,0,1
859,6.06e-05,0.0002464,2.96e-06,1,3,3,16,759953322,0,40.0,0,1,1,0,0
860,5.13e-05,0.0004,1.18e-06,2,6,3,16,176836485,0,42.0,0,1,1,0,0
862,5.51e-05,0.00048,1.18e-06,1,2,2,13,139917487,0,32.0,0,1,0,0,1
864,0.0,0.0,0.0,0,0,1,1,1619327566,1,26.0,0,1,0,0,1
867,0.0,0.0,0.0,0,0,1,1,110479348,1,30.0,0,1,0,0,1
868,0.0,0.0,0.0,0,0,1,1,674974098,1,22.0,1,0,0,0,1
869,6.34e-05,9.6e-05,5.92e-07,1,7,2,62,345101582,0,23.0,0,1,0,0,1
870,0.0,0.0,0.0,0,0,1,1,452118248,1,22.0,0,1,0,0,1
873,0.000110422,0.0001986,5.92e-06,0,0,1,31,617061719,0,41.0,0,1,0,0,1
876,0.0,0.0,0.0,0,0,1,1,843414864,1,18.0,1,0,0,0,1
877,2.63e-08,4e-07,1.18e-06,1,1,2,3,958634128,0,17.0,0,1,0,0,1
878,2.65e-05,6e-05,9.47e-06,1,1,3,22,1095056747,0,32.0,0,1,0,0,1
879,0.00010524,0.00018,5.32e-06,1,2,3,47,624114616,0,29.0,0,1,1,0,0
881,2.31e-05,0.0001,1.18e-05,0,0,2,12,1519781142,0,26.0,0,1,0,0,1
882,1.31e-07,2e-06,5.92e-06,1,1,1,1,903749646,1,26.0,0,1,0,0,1
884,1.67e-06,1.94e-05,5.92e-06,0,0,1,3,1518928197,0,28.0,1,0,1,0,0
885,0.0,0.0,0.0,0,0,1,1,1984437569,1,22.0,1,0,0,0,1
886,0.0,0.0,0.0,0,0,1,1,349274427,1,22.0,0,1,0,0,1
888,0.0,0.0,0.0,0,0,1,2,1684782329,1,17.0,0,1,0,0,1
890,6.18e-05,0.000128,1.18e-06,1,2,4,38,740627262,0,36.0,0,1,0,0,1
891,0.000275468,0.000702,7.1e-07,0,0,2,60,1546158611,0,26.0,0,1,0,0,1
892,6.07e-05,0.0004,5.92e-06,1,4,3,10,475644986,0,46.0,0,1,1,0,0
893,3.45e-05,0.00018714,7.69e-06,0,0,1,5,416106181,1,23.0,0,1,0,0,1
894,2.37e-05,0.00016,1.18e-06,1,6,3,16,1311973731,0,26.0,0,1,0,0,1
896,1.31e-07,2e-06,5.92e-06,1,1,2,4,1734813085,1,30.0,0,1,0,0,1
898,3.55e-07,2e-06,1.18e-06,1,6,1,6,1901747641,1,30.0,0,1,1,0,0
900,6.71e-07,6e-06,5.92e-07,1,11,2,12,333409742,1,30.0,1,0,0,0,1
901,2.22e-05,0.000136,1.18e-06,1,8,2,14,585544612,0,38.0,0,1,1,0,0
903,1.44e-05,4.3e-05,5.92e-07,1,7,4,27,1629490148,0,21.0,0,1,0,0,1
904,5.18e-06,3e-05,8.87e-06,0,0,1,6,1424344501,0,38.0,1,0,1,0,0
912,6.08e-07,5e-06,5.92e-06,0,0,1,3,927929436,0,51.0,1,0,1,0,0
914,1.31e-07,6e-07,5.92e-07,1,5,1,5,1305221967,1,20.0,0,1,0,0,1
915,0.0,0.0,0.0,0,0,1,1,738243813,1,27.0,0,1,0,0,1
916,6.57e-08,1e-06,2.96e-06,0,0,1,1,1408327574,0,28.0,1,0,0,0,1
919,3.7e-05,0.00033776,2.96e-06,1,5,2,8,135332296,1,32.0,1,0,1,0,0
920,0.000237501,0.0006,2.1e-06,1,1,3,50,670140105,0,26.0,1,0,0,0,1
924,5.83e-05,0.0001,5.92e-06,2,3,5,24,612644602,0,35.0,0,1,1,0,0
927,0.0,0.0,0.0,0,0,1,1,546075783,1,17.0,0,1,0,0,1
928,3.22e-06,1.6e-05,5.92e-07,0,0,2,10,1201876731,0,22.0,0,1,0,0,1
929,2.55e-05,0.00012,5.92e-06,1,12,2,17,674563518,0,37.0,0,1,1,0,0
931,5.77e-05,9.75e-05,2.96e-06,2,4,4,38,1491133098,0,42.0,1,0,1,0,0
933,0.0,0.0,0.0,0,0,1,1,1818946216,1,30.0,1,0,0,0,1
938,5.1e-07,5.08e-06,2.01e-06,0,0,3,6,1661199089,0,19.0,0,1,0,0,1
939,0.000204699,0.00042,2.96e-06,1,1,3,53,585058073,0,26.0,1,0,1,0,0
952,0.0,0.0,0.0,0,0,1,1,1455913566,1,23.0,0,1,0,0,1
956,7.27e-05,0.00024,8.46e-06,0,0,2,18,270697941,0,30.0,0,1,1,0,0
957,5.26e-08,6e-07,5.92e-07,1,1,2,2,1277055200,0,38.0,1,0,1,0,0
959,5.61e-06,4e-05,1.18e-06,1,3,2,5,82466269,1,41.0,0,1,1,0,0
960,0.000310819,0.000451,1.18e-06,1,10,2,56,1525441162,0,33.0,0,1,1,0,0
962,8.71e-06,8.43e-05,5.92e-07,0,0,3,6,539836469,0,30.0,0,1,0,0,1
964,1.74e-05,0.0001,1.18e-05,0,0,1,6,995084585,0,46.0,0,1,1,0,0
965,2.49e-05,7e-05,2.96e-06,1,2,3,19,1502631092,0,24.0,0,1,0,0,1
966,0.0,0.0,0.0,0,0,1,1,649573828,1,33.0,1,0,1,0,0
967,0.000118883,0.000345,1.18e-06,2,8,4,35,1995242224,0,32.0,0,1,1,0,0
968,1.65e-06,6e-06,5.92e-07,1,5,3,13,468242051,0,19.0,1,0,0,0,1
969,5.87e-05,0.0003,2.07e-06,1,6,3,14,1249529542,0,44.0,0,1,0,0,1
972,4.44e-05,0.0002,5.92e-06,2,4,2,12,1555818883,0,50.0,0,1,0,0,1
974,0.0,0.0,0.0,0,0,1,1,1194649800,1,35.0,0,1,0,0,1
975,5.03e-05,0.000409252,1.18e-05,0,0,1,6,401483139,0,39.0,1,0,1,0,0
977,3.4e-05,0.00012,1.18e-06,1,9,3,23,1818785345,0,31.0,0,1,0,0,1
980,3.46e-05,0.000216,5.92e-07,1,2,2,6,1568776914,1,25.0,1,0,0,0,1
982,1.18e-06,5e-06,5.92e-06,0,0,1,6,567407543,1,20.0,0,1,0,0,1
983,5.98e-06,3.2e-05,1.18e-06,1,5,3,23,1259621328,0,23.0,0,1,0,0,1
986,0.0,0.0,0.0,0,0,1,1,1037942152,1,21.0,0,1,0,0,1
987,0.0,0.0,0.0,0,0,1,1,1453621326,1,23.0,1,0,0,0,1
988,1.29e-05,5e-05,5.92e-07,1,12,4,31,1625706555,0,26.0,0,1,0,0,1
989,0.0,0.0,0.0,0,0,1,1,1122865542,1,22.0,0,1,0,0,1
990,9.84e-05,0.00043,6.39e-07,1,1,3,31,364017188,0,28.0,0,1,1,0,0
996,4.36e-05,0.000286,5.92e-07,1,9,4,34,1654397860,0,37.0,1,0,0,0,1
997,2.59e-05,0.00016,5.92e-06,0,0,2,16,200782014,0,27.0,1,0,0,0,1
998,2.06e-05,0.000282,5.92e-06,1,2,2,5,515123704,0,21.0,0,1,0,0,1
999,2.63e-07,4e-06,1.18e-05,1,1,2,4,1702478287,0,30.0,0,1,0,0,1
1003,0.0,0.0,0.0,0,0,1,1,390239199,1,25.0,1,0,1,0,0
1005,3.77e-06,1.48e-05,2.96e-06,1,2,4,13,1345318066,0,30.0,1,0,0,0,1
1006,5.52e-05,0.00022,5.92e-07,2,12,2,24,444811281,0,49.0,0,1,1,0,0
1007,5.26e-08,4e-07,5.92e-07,1,3,1,3,1605431131,0,37.0,0,1,1,0,0
1008,5.68e-06,4e-05,2.96e-06,1,5,3,12,946227297,1,35.0,0,1,1,0,0
1009,0.0,0.0,0.0,0,0,1,2,1718648603,1,25.0,0,1,0,0,1
1011,1.31e-07,2e-06,5.92e-06,0,0,1,1,1750345962,1,18.0,0,1,0,0,1
1012,4.76e-05,0.00034,5.92e-07,2,7,3,29,865893757,0,34.0,1,0,0,0,1
1015,2.86e-05,0.00014,1.18e-06,1,1,3,18,775979434,0,30.0,0,1,0,0,1
1016,1.31e-07,2e-06,5.92e-06,0,0,1,1,1816993641,1,23.0,0,1,0,0,1
1017,6.61e-06,0.0001,5.92e-07,1,2,2,3,689142710,1,26.0,1,0,0,0,1
1019,5.75e-05,0.00031,2.07e-06,0,0,1,8,601267924,0,26.0,0,1,0,0,1
1021,1.05e-07,1e-06,1.77e-06,1,2,2,6,1910701947,0,17.0,0,1,0,0,1
1022,1.42e-06,2e-05,4.73e-06,0,0,2,3,582000638,0,46.0,1,0,0,0,1
1025,0.0,0.0,0.0,0,0,1,5,1743552463,1,31.0,0,1,0,0,1
1026,0.0,0.0,0.0,0,0,1,1,973095548,1,28.0,0,1,0,0,1
1029,1.31e-07,2e-06,5.92e-06,0,0,1,1,1540562769,1,51.0,1,0,1,0,0
1030,9.64e-05,0.00023856,1.77e-06,2,8,3,47,1344838739,0,38.0,1,0,1,0,0
1031,4.34e-07,5.6e-06,2.96e-06,0,0,1,2,1959776672,1,20.0,0,1,0,0,1
